,TENURE,MONTANT,FREQUENCE_RECH,REVENUE,ARPU_SEGMENT,FREQUENCE,DATA_VOLUME,ON_NET,MRG,REGULARITY,CHURN
20178,H 15-18 month,3650.0,8.0,4292.0,1431.0,17.0,9099.0,0.0,NO,45,1
20179,K > 24 month,500.0,1.0,492.0,164.0,2.0,1956.0,8.0,NO,2,1
20180,K > 24 month,7150.0,15.0,7141.0,2380.0,14.0,11751.0,0.0,NO,40,1
20181,K > 24 month,1000.0,2.0,1009.0,336.0,4.0,2161.0,1.0,NO,17,1
20182,K > 24 month,500.0,3.0,713.0,238.0,8.0,51.0,2.0,NO,19,1
20183,K > 24 month,4000.0,4.0,3980.0,1327.0,4.0,17.0,0.0,NO,51,1
20184,K > 24 month,4000.0,3.0,4811.0,1604.0,6.0,5174.0,2.0,NO,6,1
20185,K > 24 month,1000.0,1.0,2698.0,899.0,5.0,160.0,1.0,NO,3,1
20186,K > 24 month,1000.0,2.0,1004.0,335.0,3.0,38.0,4.0,NO,8,1
20187,K > 24 month,100.0,1.0,84.0,28.0,1.0,481.0,8.0,NO,25,1
20188,I 18-21 month,8000.0,13.0,8000.0,2667.0,13.0,75.0,491.0,NO,30,1
20189,K > 24 month,1000.0,2.0,1000.0,333.0,2.0,40.0,15.0,NO,6,1
20190,K > 24 month,500.0,1.0,990.0,330.0,1.0,1042.0,7.0,NO,30,1
20191,K > 24 month,1500.0,6.0,1500.0,500.0,6.0,2478.0,7.0,NO,23,1
20192,K > 24 month,1000.0,1.0,1010.0,337.0,2.0,1965.0,0.0,NO,1,1
20193,K > 24 month,1200.0,5.0,1400.0,467.0,7.0,0.0,5.0,NO,10,1
20194,H 15-18 month,300.0,2.0,320.0,107.0,3.0,357.0,0.0,NO,6,1
20195,K > 24 month,1150.0,4.0,1152.0,384.0,4.0,19.0,75.0,NO,5,1
20196,K > 24 month,3000.0,5.0,3002.0,1001.0,13.0,101.0,5.0,NO,23,1
20197,K > 24 month,2100.0,2.0,2111.0,704.0,5.0,3507.0,0.0,NO,6,1
20198,K > 24 month,1500.0,3.0,1493.0,498.0,4.0,0.0,16.0,NO,18,1
20199,K > 24 month,500.0,1.0,490.0,163.0,1.0,2042.0,8.0,NO,9,1
20200,K > 24 month,17050.0,43.0,16503.0,5501.0,46.0,18761.0,7.0,NO,42,1
20201,K > 24 month,8850.0,5.0,8883.0,2961.0,7.0,19350.0,5050.0,NO,48,1
20202,K > 24 month,1800.0,15.0,1783.0,594.0,37.0,1.0,51.0,NO,59,1
20203,K > 24 month,900.0,3.0,900.0,300.0,3.0,177.0,45.0,NO,14,1
20204,K > 24 month,3800.0,8.0,4529.0,1510.0,11.0,1529.0,82.0,NO,24,1
20205,K > 24 month,4100.0,27.0,4400.0,1467.0,30.0,1244.0,1.0,NO,22,1
20206,K > 24 month,2200.0,4.0,2196.0,732.0,7.0,1.0,10.0,NO,29,1
20207,K > 24 month,2000.0,2.0,1982.0,661.0,3.0,3246.0,25.0,NO,24,1
20208,K > 24 month,1000.0,2.0,1061.0,354.0,5.0,2142.0,35.0,NO,14,1
20209,K > 24 month,3750.0,13.0,4153.0,1384.0,19.0,1023.0,9.0,NO,10,1
20210,K > 24 month,250.0,1.0,99.0,33.0,1.0,0.0,28.0,NO,9,1
20211,K > 24 month,1550.0,6.0,1783.0,594.0,7.0,0.0,2172.0,NO,22,1
20212,K > 24 month,1550.0,13.0,1650.0,550.0,17.0,763.0,32.0,NO,22,1
20213,K > 24 month,4500.0,3.0,4500.0,1500.0,3.0,4535.0,0.0,NO,30,1
20214,K > 24 month,4100.0,7.0,3546.0,1182.0,12.0,511.0,12.0,NO,20,1
20215,K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,33.0,NO,12,1
20216,J 21-24 month,2350.0,5.0,2349.0,783.0,9.0,1273.0,15.0,NO,1,1
20217,K > 24 month,1000.0,2.0,2000.0,667.0,4.0,93.0,21.0,NO,27,1
20218,K > 24 month,1000.0,2.0,1001.0,334.0,2.0,0.0,2.0,NO,6,1
20219,K > 24 month,350.0,2.0,334.0,111.0,3.0,0.0,3.0,NO,14,1
20220,K > 24 month,300.0,2.0,284.0,95.0,3.0,1023.0,0.0,NO,1,1
20221,K > 24 month,2300.0,12.0,2448.0,816.0,22.0,0.0,8.0,NO,6,1
20222,K > 24 month,500.0,1.0,490.0,163.0,1.0,348.0,11.0,NO,11,1
20223,K > 24 month,500.0,4.0,500.0,167.0,4.0,194.0,8.0,NO,6,1
20224,K > 24 month,200.0,1.0,200.0,67.0,1.0,1031.0,0.0,NO,14,1
20225,K > 24 month,2100.0,6.0,2101.0,700.0,7.0,1362.0,8.0,NO,21,1
20226,K > 24 month,8500.0,32.0,9000.0,3000.0,35.0,39683.0,2.0,NO,45,1
20227,K > 24 month,1300.0,7.0,1329.0,443.0,9.0,624.0,1.0,NO,7,1
20228,K > 24 month,4800.0,9.0,4800.0,1600.0,8.0,1067.0,110.0,NO,1,1
20229,K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,17.0,NO,10,1
20230,K > 24 month,2000.0,4.0,2000.0,667.0,5.0,744.0,882.0,NO,22,1
20231,K > 24 month,3000.0,8.0,3001.0,1000.0,9.0,1065.0,2.0,NO,20,1
20232,K > 24 month,4000.0,8.0,3995.0,1332.0,11.0,4163.0,1.0,NO,28,1
20233,K > 24 month,200.0,1.0,200.0,67.0,1.0,15.0,6.0,NO,12,1
20234,K > 24 month,3000.0,6.0,3000.0,1000.0,6.0,4.0,11.0,NO,24,1
20235,K > 24 month,31000.0,21.0,31000.0,10333.0,20.0,794.0,294.0,NO,3,1
20236,K > 24 month,2000.0,4.0,2000.0,667.0,4.0,0.0,429.0,NO,35,1
20237,K > 24 month,8200.0,15.0,9451.0,3150.0,15.0,1386.0,200.0,NO,41,1
20238,K > 24 month,4300.0,24.0,3925.0,1308.0,25.0,5482.0,6.0,NO,42,1
20239,K > 24 month,7500.0,9.0,7499.0,2500.0,8.0,2213.0,89.0,NO,11,1
20240,K > 24 month,5900.0,9.0,6633.0,2211.0,18.0,4018.0,3.0,NO,10,1
20241,K > 24 month,1000.0,1.0,990.0,330.0,1.0,3349.0,8.0,NO,21,1
20242,K > 24 month,2700.0,4.0,3349.0,1116.0,7.0,1112.0,28.0,NO,24,1
20243,K > 24 month,650.0,3.0,557.0,186.0,3.0,2.0,2.0,NO,10,1
20244,K > 24 month,1000.0,1.0,1000.0,333.0,1.0,2808.0,18.0,NO,14,1
20245,K > 24 month,6200.0,8.0,6199.0,2066.0,7.0,14360.0,15.0,NO,22,1
20246,K > 24 month,2750.0,11.0,2750.0,917.0,11.0,2866.0,323.0,NO,23,1
20247,K > 24 month,1750.0,7.0,2000.0,667.0,8.0,1044.0,98.0,NO,32,1
20248,K > 24 month,1000.0,5.0,1200.0,400.0,6.0,1597.0,0.0,NO,11,1
20249,K > 24 month,500.0,1.0,500.0,167.0,1.0,143.0,8.0,NO,5,1
20250,K > 24 month,1150.0,4.0,1156.0,385.0,5.0,345.0,0.0,NO,2,1
20251,K > 24 month,1450.0,5.0,1446.0,482.0,6.0,935.0,0.0,NO,12,1
20252,K > 24 month,1200.0,4.0,1197.0,399.0,7.0,98.0,7.0,NO,5,1
20253,K > 24 month,1500.0,3.0,1500.0,500.0,3.0,0.0,148.0,NO,17,1
20254,K > 24 month,800.0,2.0,800.0,267.0,2.0,46.0,24.0,NO,4,1
20255,K > 24 month,9000.0,9.0,9999.0,3333.0,14.0,23498.0,60.0,NO,52,1
20256,K > 24 month,2000.0,2.0,2000.0,667.0,2.0,3567.0,3.0,NO,37,1
20257,K > 24 month,500.0,1.0,500.0,167.0,1.0,382.0,13.0,NO,6,1
20258,K > 24 month,200.0,1.0,200.0,67.0,1.0,194.0,2.0,NO,1,1
20259,K > 24 month,1500.0,3.0,1500.0,500.0,3.0,567.0,56.0,NO,24,1
20260,K > 24 month,1000.0,2.0,799.0,266.0,2.0,1.0,7.0,NO,5,1
20261,H 15-18 month,500.0,1.0,500.0,167.0,1.0,0.0,14.0,NO,9,1
20262,K > 24 month,3200.0,7.0,3801.0,1267.0,12.0,2596.0,32.0,NO,15,1
20263,K > 24 month,18900.0,35.0,18886.0,6295.0,37.0,12209.0,26.0,NO,60,1
20264,K > 24 month,4600.0,9.0,4000.0,1333.0,7.0,10127.0,6.0,NO,20,1
20265,K > 24 month,3250.0,5.0,3500.0,1167.0,5.0,36.0,18.0,NO,28,1
20266,K > 24 month,1000.0,1.0,249.0,83.0,2.0,1024.0,13.0,NO,17,1
20267,K > 24 month,1500.0,3.0,1500.0,500.0,2.0,0.0,74.0,NO,10,1
20268,K > 24 month,4750.0,9.0,4751.0,1584.0,10.0,2105.0,6.0,NO,20,1
20269,I 18-21 month,1000.0,2.0,1000.0,333.0,2.0,0.0,2.0,NO,7,1
20270,K > 24 month,500.0,1.0,500.0,167.0,1.0,109.0,2.0,NO,3,1
20271,K > 24 month,600.0,1.0,599.0,200.0,3.0,2032.0,126.0,NO,31,1
20272,K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,14.0,NO,6,1
20273,K > 24 month,400.0,2.0,268.0,89.0,3.0,2.0,9.0,NO,3,1
20274,K > 24 month,100.0,1.0,35.0,12.0,2.0,0.0,0.0,NO,6,1
20275,K > 24 month,500.0,2.0,500.0,167.0,2.0,0.0,0.0,NO,11,1
20276,K > 24 month,500.0,1.0,498.0,166.0,2.0,23.0,27.0,NO,12,1
20277,I 18-21 month,9100.0,31.0,8863.0,2954.0,28.0,7489.0,1.0,NO,28,1
20278,K > 24 month,8100.0,34.0,8384.0,2795.0,37.0,6719.0,8.0,NO,36,1
20279,K > 24 month,500.0,1.0,500.0,167.0,1.0,9.0,1.0,NO,3,1
20280,K > 24 month,200.0,1.0,191.0,64.0,1.0,0.0,9.0,NO,11,1
20281,K > 24 month,200.0,1.0,200.0,67.0,1.0,48.0,4.0,NO,26,1
20282,K > 24 month,3000.0,6.0,2991.0,997.0,7.0,7249.0,6.0,NO,20,1
20283,H 15-18 month,5500.0,9.0,5356.0,1785.0,8.0,2131.0,37.0,NO,13,1
20284,K > 24 month,6000.0,15.0,6491.0,2164.0,14.0,10978.0,11.0,NO,5,1
20285,K > 24 month,1500.0,3.0,1500.0,500.0,3.0,0.0,78.0,NO,27,1
20286,K > 24 month,1750.0,4.0,1738.0,579.0,9.0,2525.0,0.0,NO,39,1
20287,K > 24 month,1500.0,7.0,1503.0,501.0,7.0,535.0,11.0,NO,19,1
20288,K > 24 month,3000.0,3.0,2990.0,997.0,3.0,6844.0,16.0,NO,40,1
20289,K > 24 month,3000.0,4.0,2991.0,997.0,8.0,3849.0,2.0,NO,7,1
20290,K > 24 month,500.0,1.0,500.0,167.0,1.0,447.0,10.0,NO,13,1
20291,K > 24 month,8500.0,11.0,8930.0,2977.0,12.0,49420.0,6.0,NO,44,1
20292,K > 24 month,300.0,1.0,286.0,95.0,2.0,260.0,0.0,NO,5,1
20293,K > 24 month,3500.0,7.0,3002.0,1001.0,7.0,1485.0,72.0,NO,1,1
20294,K > 24 month,6100.0,10.0,6090.0,2030.0,12.0,8749.0,96.0,NO,24,1
20295,K > 24 month,4000.0,5.0,3815.0,1272.0,7.0,6617.0,9.0,NO,35,1
20296,K > 24 month,12800.0,18.0,11259.0,3753.0,37.0,3022.0,30.0,NO,34,1
20297,K > 24 month,7700.0,9.0,11082.0,3694.0,15.0,27975.0,2.0,NO,34,1
20298,K > 24 month,2500.0,2.0,2299.0,766.0,5.0,2868.0,4.0,NO,48,1
20299,K > 24 month,4100.0,7.0,4089.0,1363.0,7.0,5725.0,9.0,NO,62,1
20300,K > 24 month,500.0,1.0,1000.0,333.0,2.0,0.0,2.0,NO,17,1
20301,K > 24 month,2350.0,5.0,2349.0,783.0,6.0,5036.0,0.0,NO,29,1
20302,K > 24 month,1000.0,2.0,348.0,116.0,1.0,610.0,3.0,NO,9,1
20303,K > 24 month,1000.0,2.0,981.0,327.0,2.0,0.0,19.0,NO,14,1
20304,K > 24 month,100.0,1.0,100.0,33.0,1.0,21.0,8.0,NO,37,1
20305,K > 24 month,2000.0,3.0,2000.0,667.0,3.0,0.0,33.0,NO,31,1
20306,K > 24 month,3050.0,14.0,3050.0,1017.0,18.0,1033.0,3.0,NO,3,1
20307,K > 24 month,2900.0,11.0,2809.0,936.0,13.0,594.0,31.0,NO,24,1
20308,K > 24 month,500.0,1.0,260.0,87.0,3.0,0.0,4.0,NO,13,1
20309,K > 24 month,1500.0,2.0,1500.0,500.0,2.0,1917.0,28.0,NO,3,1
20310,K > 24 month,2250.0,3.0,1982.0,661.0,3.0,4983.0,7.0,NO,24,1
20311,K > 24 month,1000.0,2.0,990.0,330.0,2.0,561.0,141.0,NO,57,1
20312,K > 24 month,1100.0,5.0,986.0,329.0,6.0,418.0,0.0,NO,1,1
20313,K > 24 month,1000.0,1.0,1400.0,467.0,4.0,134.0,10.0,NO,31,1
20314,K > 24 month,4000.0,8.0,4000.0,1333.0,8.0,0.0,182.0,NO,9,1
20315,K > 24 month,500.0,1.0,1487.0,496.0,2.0,1960.0,11.0,NO,12,1
20316,K > 24 month,4850.0,11.0,4869.0,1623.0,12.0,6271.0,2.0,NO,24,1
20317,K > 24 month,1500.0,2.0,1500.0,500.0,2.0,1758.0,1.0,NO,18,1
20318,K > 24 month,3100.0,8.0,3070.0,1023.0,10.0,928.0,11.0,NO,25,1
20319,K > 24 month,3500.0,7.0,3708.0,1236.0,14.0,10756.0,327.0,NO,54,1
20320,I 18-21 month,3850.0,4.0,3850.0,1283.0,7.0,4706.0,8.0,NO,26,1
20321,K > 24 month,500.0,1.0,500.0,167.0,2.0,173.0,3.0,NO,4,1
20322,K > 24 month,500.0,2.0,500.0,167.0,4.0,90.0,1.0,NO,4,1
20323,K > 24 month,2750.0,12.0,2557.0,852.0,12.0,1553.0,9.0,NO,7,1
20324,H 15-18 month,2200.0,13.0,2152.0,717.0,15.0,1486.0,0.0,NO,20,1
20325,F 9-12 month,300.0,2.0,282.0,94.0,2.0,116.0,1.0,NO,1,1
20326,K > 24 month,4500.0,9.0,5001.0,1667.0,14.0,6058.0,1.0,NO,59,1
20327,K > 24 month,18500.0,25.0,18499.0,6166.0,29.0,1157.0,432.0,NO,51,1
20328,K > 24 month,2000.0,4.0,2010.0,670.0,6.0,1356.0,5.0,NO,11,1
20329,I 18-21 month,5600.0,11.0,6100.0,2033.0,22.0,890.0,7.0,NO,24,1
20330,K > 24 month,6700.0,12.0,6056.0,2019.0,18.0,11791.0,0.0,NO,49,1
20331,K > 24 month,3500.0,7.0,4000.0,1333.0,8.0,0.0,32.0,NO,7,1
20332,K > 24 month,2250.0,2.0,2232.0,744.0,5.0,7004.0,3.0,NO,41,1
20333,K > 24 month,1000.0,2.0,1000.0,333.0,2.0,336.0,36.0,NO,28,1
20334,K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,37.0,NO,9,1
20335,K > 24 month,2500.0,3.0,2507.0,836.0,5.0,1411.0,24.0,NO,48,1
20336,K > 24 month,1500.0,2.0,1332.0,444.0,5.0,17.0,44.0,NO,2,1
20337,K > 24 month,5500.0,11.0,6500.0,2167.0,13.0,116.0,7.0,NO,37,1
20338,K > 24 month,200.0,1.0,150.0,50.0,2.0,0.0,0.0,NO,4,1
20339,K > 24 month,2500.0,4.0,2500.0,833.0,4.0,96.0,38.0,NO,12,1
20340,K > 24 month,350.0,2.0,174.0,58.0,2.0,99.0,1.0,NO,3,1
20341,K > 24 month,8300.0,15.0,8299.0,2766.0,17.0,5570.0,229.0,NO,32,1
20342,K > 24 month,2700.0,6.0,2701.0,900.0,11.0,2530.0,0.0,NO,28,1
20343,K > 24 month,3200.0,7.0,3200.0,1067.0,10.0,5268.0,5.0,NO,10,1
20344,K > 24 month,500.0,1.0,498.0,166.0,1.0,6.0,0.0,NO,4,1
20345,K > 24 month,2000.0,1.0,1701.0,567.0,2.0,40.0,867.0,NO,27,1
20346,K > 24 month,600.0,2.0,500.0,167.0,1.0,1.0,0.0,NO,3,1
20347,K > 24 month,3000.0,5.0,3000.0,1000.0,6.0,0.0,417.0,NO,7,1
20348,K > 24 month,72000.0,50.0,74500.0,24833.0,53.0,40292.0,219.0,NO,41,1
20349,K > 24 month,4600.0,15.0,4496.0,1499.0,17.0,2103.0,28.0,NO,45,1
20350,K > 24 month,1500.0,2.0,1500.0,500.0,2.0,2786.0,0.0,NO,29,1
20351,K > 24 month,1250.0,5.0,1250.0,417.0,5.0,367.0,629.0,NO,13,1
20352,K > 24 month,400.0,2.0,399.0,133.0,3.0,3.0,13.0,NO,28,1
20353,K > 24 month,350.0,2.0,609.0,203.0,5.0,1924.0,1.0,NO,10,1
20354,K > 24 month,1000.0,2.0,997.0,332.0,3.0,0.0,133.0,NO,11,1
20355,K > 24 month,13000.0,3.0,11000.0,3667.0,8.0,1083.0,285.0,NO,26,1
20356,K > 24 month,500.0,1.0,500.0,167.0,2.0,444.0,11.0,NO,13,1
20357,F 9-12 month,5700.0,14.0,5709.0,1903.0,20.0,8034.0,1.0,NO,41,1
20358,K > 24 month,500.0,1.0,270.0,90.0,2.0,593.0,1.0,NO,6,1
20359,K > 24 month,1500.0,3.0,1490.0,497.0,3.0,10.0,14.0,NO,6,1
20360,K > 24 month,24500.0,44.0,25438.0,8479.0,44.0,16932.0,167.0,NO,60,1
20361,K > 24 month,5200.0,5.0,5201.0,1734.0,6.0,1655.0,62.0,NO,11,1
20362,K > 24 month,5000.0,13.0,5002.0,1667.0,15.0,1875.0,3.0,NO,49,1
20363,K > 24 month,1000.0,2.0,824.0,275.0,4.0,0.0,0.0,NO,5,1
20364,K > 24 month,500.0,1.0,500.0,167.0,3.0,2.0,0.0,NO,6,1
20365,K > 24 month,3100.0,5.0,3083.0,1028.0,5.0,4337.0,1.0,NO,26,1
20366,K > 24 month,2800.0,8.0,3499.0,1166.0,10.0,0.0,94.0,NO,36,1
20367,K > 24 month,6800.0,8.0,7800.0,2600.0,8.0,757.0,5.0,NO,11,1
20368,K > 24 month,5100.0,14.0,5594.0,1865.0,15.0,2611.0,5.0,NO,3,1
20369,K > 24 month,300.0,1.0,286.0,95.0,1.0,0.0,0.0,NO,2,1
20370,H 15-18 month,5750.0,12.0,5950.0,1983.0,18.0,5176.0,5.0,NO,38,1
20371,K > 24 month,11400.0,27.0,11521.0,3840.0,34.0,20549.0,29.0,NO,45,1
20372,K > 24 month,3150.0,8.0,3150.0,1050.0,9.0,1119.0,104.0,NO,18,1
20373,K > 24 month,850.0,4.0,752.0,251.0,4.0,0.0,1.0,NO,3,1
20374,K > 24 month,500.0,1.0,500.0,167.0,1.0,70.0,0.0,NO,5,1
20375,K > 24 month,10200.0,7.0,10202.0,3401.0,8.0,43.0,255.0,NO,53,1
20376,K > 24 month,16300.0,33.0,15173.0,5058.0,33.0,0.0,216.0,NO,34,1
20377,K > 24 month,10900.0,12.0,11906.0,3969.0,18.0,15004.0,285.0,NO,49,1
20378,K > 24 month,3000.0,6.0,2968.0,989.0,9.0,5418.0,0.0,NO,53,1
20379,K > 24 month,1500.0,2.0,2000.0,667.0,3.0,574.0,7.0,NO,26,1
20380,K > 24 month,100.0,1.0,100.0,33.0,1.0,607.0,8.0,NO,25,1
20381,K > 24 month,100.0,1.0,80.0,27.0,1.0,341.0,7.0,NO,14,1
20382,K > 24 month,1500.0,1.0,40.0,13.0,2.0,83.0,4.0,NO,5,1
20383,K > 24 month,1500.0,2.0,1486.0,495.0,3.0,45.0,18.0,NO,13,1
20384,K > 24 month,8000.0,1.0,7997.0,2666.0,4.0,132.0,0.0,NO,1,1
20385,K > 24 month,14500.0,17.0,15479.0,5160.0,20.0,64519.0,9.0,NO,62,1
20386,K > 24 month,5400.0,24.0,5599.0,1866.0,26.0,1844.0,3.0,NO,54,1
20387,K > 24 month,1100.0,3.0,1391.0,464.0,4.0,700.0,44.0,NO,16,1
20388,K > 24 month,300.0,2.0,300.0,100.0,2.0,1137.0,8.0,NO,15,1
20389,K > 24 month,11200.0,20.0,12175.0,4058.0,20.0,12714.0,402.0,NO,14,1
20390,I 18-21 month,4200.0,30.0,4089.0,1363.0,31.0,3455.0,6.0,NO,57,1
20391,K > 24 month,5800.0,29.0,6998.0,2333.0,35.0,990.0,972.0,NO,50,1
20392,K > 24 month,7500.0,6.0,7489.0,2496.0,8.0,10407.0,0.0,NO,57,1
20393,I 18-21 month,500.0,1.0,502.0,167.0,1.0,0.0,3.0,NO,1,1
20394,K > 24 month,8100.0,14.0,8611.0,2870.0,15.0,249.0,47.0,NO,5,1
20395,K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,41.0,NO,10,1
20396,E 6-9 month,4650.0,17.0,5159.0,1720.0,21.0,6046.0,93.0,NO,51,1
20397,F 9-12 month,8000.0,49.0,8490.0,2830.0,56.0,7078.0,4.0,NO,51,1
20398,K > 24 month,1000.0,1.0,1000.0,333.0,1.0,1196.0,49.0,NO,11,1
20399,K > 24 month,2200.0,5.0,1922.0,641.0,5.0,595.0,3.0,NO,10,1
20400,G 12-15 month,2000.0,3.0,2301.0,767.0,6.0,0.0,0.0,NO,10,1
20401,K > 24 month,1000.0,2.0,1000.0,333.0,2.0,0.0,11.0,NO,32,1
20402,K > 24 month,1300.0,2.0,1480.0,493.0,2.0,982.0,0.0,NO,9,1
20403,K > 24 month,1500.0,3.0,1999.0,666.0,9.0,22.0,8.0,NO,19,1
20404,K > 24 month,200.0,1.0,200.0,67.0,1.0,0.0,36.0,NO,7,1
20405,K > 24 month,3500.0,9.0,3653.0,1218.0,13.0,2147.0,0.0,NO,10,1
20406,K > 24 month,5200.0,6.0,6127.0,2042.0,12.0,14150.0,10.0,NO,35,1
20407,K > 24 month,1100.0,3.0,1429.0,476.0,5.0,2001.0,3.0,NO,7,1
20408,K > 24 month,200.0,1.0,200.0,67.0,1.0,11.0,0.0,NO,1,1
20409,K > 24 month,1000.0,2.0,1000.0,333.0,2.0,1025.0,61.0,NO,8,1
20410,K > 24 month,16500.0,26.0,17497.0,5832.0,29.0,0.0,462.0,NO,48,1
20411,K > 24 month,2100.0,6.0,2100.0,700.0,7.0,2224.0,0.0,NO,7,1
20412,K > 24 month,2200.0,5.0,3315.0,1105.0,12.0,2289.0,1531.0,NO,3,1
20413,K > 24 month,2000.0,5.0,2000.0,667.0,5.0,0.0,253.0,NO,11,1
20414,K > 24 month,600.0,3.0,600.0,200.0,3.0,9.0,48.0,NO,4,1
20415,K > 24 month,9250.0,19.0,9247.0,3082.0,25.0,4180.0,123.0,NO,20,1
20416,K > 24 month,3000.0,3.0,3030.0,1010.0,3.0,63.0,8.0,NO,11,1
20417,K > 24 month,2600.0,4.0,2592.0,864.0,4.0,1461.0,5.0,NO,16,1
20418,K > 24 month,500.0,1.0,500.0,167.0,1.0,1069.0,0.0,NO,1,1
20419,K > 24 month,1000.0,2.0,1529.0,510.0,7.0,238.0,10.0,NO,3,1
20420,K > 24 month,6100.0,17.0,6255.0,2085.0,18.0,0.0,2048.0,NO,57,1
20421,K > 24 month,2000.0,4.0,1670.0,557.0,4.0,586.0,3.0,NO,8,1
20422,K > 24 month,2500.0,3.0,2299.0,766.0,7.0,1057.0,0.0,NO,21,1
20423,K > 24 month,6000.0,6.0,6103.0,2034.0,9.0,11012.0,2.0,NO,21,1
20424,J 21-24 month,3800.0,20.0,3900.0,1300.0,22.0,4201.0,6.0,NO,14,1
20425,K > 24 month,500.0,1.0,490.0,163.0,1.0,2057.0,18.0,NO,5,1
20426,K > 24 month,1300.0,9.0,1301.0,434.0,10.0,612.0,1.0,NO,17,1
20427,K > 24 month,2900.0,10.0,2880.0,960.0,13.0,29.0,7.0,NO,17,1
20428,K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,1.0,NO,1,1
20429,K > 24 month,1000.0,2.0,1402.0,467.0,3.0,0.0,2.0,NO,19,1
20430,K > 24 month,5700.0,13.0,6711.0,2237.0,21.0,4708.0,26.0,NO,41,1
20431,K > 24 month,5700.0,9.0,6200.0,2067.0,10.0,10673.0,16.0,NO,32,1
20432,K > 24 month,400.0,3.0,390.0,130.0,4.0,0.0,1.0,NO,12,1
20433,K > 24 month,4000.0,7.0,4000.0,1333.0,8.0,3646.0,2.0,NO,1,1
20434,K > 24 month,700.0,2.0,700.0,233.0,2.0,5.0,1.0,NO,13,1
20435,K > 24 month,4000.0,8.0,4000.0,1333.0,8.0,36.0,37.0,NO,6,1
20436,K > 24 month,2500.0,3.0,2562.0,854.0,4.0,5818.0,0.0,NO,13,1
20437,K > 24 month,1000.0,2.0,1000.0,333.0,2.0,4.0,10.0,NO,5,1
20438,K > 24 month,4300.0,15.0,4308.0,1436.0,18.0,4519.0,0.0,NO,36,1
20439,K > 24 month,14500.0,15.0,14499.0,4833.0,19.0,65364.0,3.0,NO,62,1
20440,K > 24 month,500.0,1.0,500.0,167.0,1.0,46.0,0.0,NO,5,1
20441,K > 24 month,6300.0,17.0,6297.0,2099.0,19.0,19848.0,21.0,NO,50,1
20442,K > 24 month,1400.0,2.0,1398.0,466.0,3.0,4.0,15.0,NO,14,1
20443,K > 24 month,1000.0,1.0,1000.0,333.0,1.0,0.0,2.0,NO,10,1
20444,K > 24 month,1900.0,9.0,2052.0,684.0,11.0,274.0,0.0,NO,6,1
20445,K > 24 month,2000.0,4.0,2018.0,673.0,6.0,2505.0,2.0,NO,31,1
20446,K > 24 month,500.0,1.0,490.0,163.0,2.0,13.0,0.0,NO,17,1
20447,K > 24 month,6050.0,50.0,6043.0,2014.0,50.0,3672.0,10.0,NO,53,1
20448,K > 24 month,5000.0,10.0,5318.0,1773.0,11.0,19241.0,0.0,NO,5,1
20449,K > 24 month,700.0,2.0,682.0,227.0,4.0,703.0,1.0,NO,3,1
20450,K > 24 month,3500.0,4.0,3499.0,1166.0,5.0,222.0,306.0,NO,12,1
20451,K > 24 month,8000.0,4.0,8001.0,2667.0,16.0,187.0,5.0,NO,45,1
20452,K > 24 month,9000.0,9.0,9000.0,3000.0,10.0,34829.0,0.0,NO,42,1
20453,K > 24 month,2500.0,5.0,2500.0,833.0,8.0,5847.0,9.0,NO,21,1
20454,K > 24 month,1500.0,3.0,1491.0,497.0,4.0,113.0,94.0,NO,24,1
20455,K > 24 month,28900.0,27.0,25949.0,8650.0,29.0,7411.0,1482.0,NO,61,1
20456,K > 24 month,500.0,1.0,500.0,167.0,2.0,15.0,8.0,NO,16,1
20457,K > 24 month,3600.0,12.0,3586.0,1195.0,14.0,2574.0,43.0,NO,29,1
20458,K > 24 month,1100.0,2.0,1100.0,367.0,2.0,108.0,28.0,NO,8,1
20459,K > 24 month,2500.0,3.0,2221.0,740.0,5.0,751.0,1.0,NO,15,1
20460,K > 24 month,750.0,2.0,751.0,250.0,2.0,332.0,0.0,NO,9,1
20461,K > 24 month,2000.0,4.0,1483.0,494.0,4.0,2553.0,2.0,NO,35,1
20462,K > 24 month,1200.0,6.0,1400.0,467.0,7.0,145.0,2.0,NO,2,1
20463,K > 24 month,3600.0,5.0,3794.0,1265.0,9.0,5029.0,4.0,NO,1,1
20464,K > 24 month,6000.0,15.0,5999.0,2000.0,18.0,7129.0,7.0,NO,14,1
20465,K > 24 month,1500.0,7.0,1484.0,495.0,8.0,401.0,4.0,NO,8,1
20466,K > 24 month,1400.0,6.0,1400.0,467.0,6.0,0.0,5.0,NO,17,1
20467,K > 24 month,1700.0,11.0,1709.0,570.0,13.0,1.0,2.0,NO,56,1
20468,K > 24 month,3450.0,7.0,3462.0,1154.0,9.0,7127.0,3.0,NO,24,1
20469,K > 24 month,600.0,3.0,590.0,197.0,5.0,1024.0,88.0,NO,8,1
20470,K > 24 month,10300.0,21.0,11100.0,3700.0,23.0,157.0,2.0,NO,18,1
